EnsembleID	Symbol	n(Celltypes)	Name
ENSG00000109854	HTATIP2	2410	HIV-1 Tat interactive protein 2
ENSG00000180917	CMTR2	2409	cap methyltransferase 2
ENSG00000100711	ZFYVE21	2409	zinc finger FYVE-type containing 21
ENSG00000074054	CLASP1	2409	cytoplasmic linker associated protein 1
ENSG00000127952	STYXL1	2409	serine/threonine/tyrosine interacting like 1
ENSG00000178585	CTNNBIP1	2409	catenin beta interacting protein 1
ENSG00000117640	MTFR1L	2409	mitochondrial fission regulator 1 like
ENSG00000198055	GRK6	2409	G protein-coupled receptor kinase 6
ENSG00000134077	THUMPD3	2408	THUMP domain containing 3
ENSG00000183530	PRR14L	2408	proline rich 14 like
ENSG00000135905	DOCK10	2408	dedicator of cytokinesis 10
ENSG00000129933	MAU2	2408	MAU2 sister chromatid cohesion factor
ENSG00000125875	TBC1D20	2408	TBC1 domain family member 20
ENSG00000223496	EXOSC6	2408	exosome component 6
ENSG00000028116	VRK2	2408	VRK serine/threonine kinase 2
ENSG00000162378	ZYG11B	2408	zyg-11 family member B, cell cycle regulator
ENSG00000140694	PARN	2408	poly(A)-specific ribonuclease
ENSG00000143862	ARL8A	2407	ARF like GTPase 8A
ENSG00000170471	RALGAPB	2407	Ral GTPase activating protein non-catalytic subunit beta
ENSG00000174799	CEP135	2407	centrosomal protein 135
ENSG00000196510	ANAPC7	2407	anaphase promoting complex subunit 7
ENSG00000176105	YES1	2407	YES proto-oncogene 1, Src family tyrosine kinase
ENSG00000104218	CSPP1	2407	centrosome and spindle pole associated protein 1
ENSG00000067596	DHX8	2407	DEAH-box helicase 8
ENSG00000008394	MGST1	2406	microsomal glutathione S-transferase 1
ENSG00000136738	STAM	2406	signal transducing adaptor molecule
ENSG00000084092	NOA1	2406	nitric oxide associated 1
ENSG00000166478	ZNF143	2406	zinc finger protein 143
ENSG00000052126	PLEKHA5	2406	pleckstrin homology domain containing A5
ENSG00000040633	PHF23	2406	PHD finger protein 23
ENSG00000115993	TRAK2	2406	trafficking kinesin protein 2
ENSG00000203950	RTL8A	2406	retrotransposon Gag like 8A
ENSG00000182446	NPLOC4	2406	NPL4 homolog, ubiquitin recognition factor
ENSG00000139428	MMAB	2405	metabolism of cobalamin associated B
ENSG00000133265	HSPBP1	2405	HSPA (Hsp70) binding protein 1
ENSG00000133106	EPSTI1	2405	epithelial stromal interaction 1
ENSG00000023572	GLRX2	2405	glutaredoxin 2
ENSG00000163870	TPRA1	2405	transmembrane protein adipocyte associated 1
ENSG00000142002	DPP9	2405	dipeptidyl peptidase 9
ENSG00000149792	MRPL49	2405	mitochondrial ribosomal protein L49
ENSG00000186625	KATNA1	2405	katanin catalytic subunit A1
ENSG00000173064	HECTD4	2405	HECT domain E3 ubiquitin protein ligase 4
ENSG00000136270	TBRG4	2405	transforming growth factor beta regulator 4
ENSG00000189050	RNFT1	2405	ring finger protein, transmembrane 1
ENSG00000239306	RBM14	2404	RNA binding motif protein 14
ENSG00000005448	WDR54	2404	WD repeat domain 54
ENSG00000029993	HMGB3	2404	high mobility group box 3
ENSG00000069248	NUP133	2404	nucleoporin 133
ENSG00000067113	PLPP1	2403	phospholipid phosphatase 1
ENSG00000144567	RETREG2	2403	reticulophagy regulator family member 2
ENSG00000153560	UBP1	2403	upstream binding protein 1
ENSG00000165943	MOAP1	2403	modulator of apoptosis 1
ENSG00000138785	INTS12	2403	integrator complex subunit 12
ENSG00000141556	TBCD	2403	tubulin folding cofactor D
ENSG00000108591	DRG2	2402	developmentally regulated GTP binding protein 2
ENSG00000119777	TMEM214	2402	transmembrane protein 214
ENSG00000173511	VEGFB	2402	vascular endothelial growth factor B
ENSG00000159063	ALG8	2402	ALG8 alpha-1,3-glucosyltransferase
ENSG00000100321	SYNGR1	2402	synaptogyrin 1
ENSG00000124198	ARFGEF2	2402	ARF guanine nucleotide exchange factor 2
ENSG00000163904	SENP2	2402	SUMO specific peptidase 2
ENSG00000129347	KRI1	2402	KRI1 homolog
ENSG00000134905	CARS2	2402	cysteinyl-tRNA synthetase 2, mitochondrial
ENSG00000157933	SKI	2402	SKI proto-oncogene
ENSG00000163161	ERCC3	2402	ERCC excision repair 3, TFIIH core complex helicase subunit
ENSG00000094914	AAAS	2402	aladin WD repeat nucleoporin
ENSG00000010818	HIVEP2	2402	HIVEP zinc finger 2
ENSG00000182173	TSEN54	2402	tRNA splicing endonuclease subunit 54
ENSG00000100714	MTHFD1	2401	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
ENSG00000196313	POM121	2401	POM121 transmembrane nucleoporin
ENSG00000171928	TVP23B	2401	trans-golgi network vesicle protein 23 homolog B
ENSG00000255529	POLR2M	2401	RNA polymerase II subunit M
ENSG00000133114	GPALPP1	2401	GPALPP motifs containing 1
ENSG00000111737	RAB35	2401	RAB35, member RAS oncogene family
ENSG00000001497	LAS1L	2401	LAS1 like ribosome biogenesis factor
ENSG00000165782	PIP4P1	2401	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
ENSG00000170017	ALCAM	2401	activated leukocyte cell adhesion molecule
ENSG00000123739	PLA2G12A	2401	phospholipase A2 group XIIA
ENSG00000116685	KIAA2013	2401	KIAA2013
ENSG00000159445	THEM4	2400	thioesterase superfamily member 4
ENSG00000170633	RNF34	2400	ring finger protein 34
ENSG00000112031	MTRF1L	2400	mitochondrial translation release factor 1 like
ENSG00000185619	PCGF3	2400	polycomb group ring finger 3
ENSG00000171853	TRAPPC12	2400	trafficking protein particle complex subunit 12
ENSG00000116005	PCYOX1	2400	prenylcysteine oxidase 1
ENSG00000109756	RAPGEF2	2400	Rap guanine nucleotide exchange factor 2
ENSG00000033170	FUT8	2400	fucosyltransferase 8
ENSG00000166783	MARF1	2400	meiosis regulator and mRNA stability factor 1
ENSG00000165819	METTL3	2400	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
ENSG00000164597	COG5	2400	component of oligomeric golgi complex 5
ENSG00000186635	ARAP1	2400	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
ENSG00000132405	TBC1D14	2400	TBC1 domain family member 14
ENSG00000140564	FURIN	2400	furin, paired basic amino acid cleaving enzyme
ENSG00000108021	TASOR2	2399	transcription activation suppressor family member 2
ENSG00000172936	MYD88	2399	MYD88 innate immune signal transduction adaptor
ENSG00000185049	NELFA	2399	negative elongation factor complex member A
ENSG00000132376	INPP5K	2399	inositol polyphosphate-5-phosphatase K
ENSG00000157593	SLC35B2	2399	solute carrier family 35 member B2
ENSG00000141933	TPGS1	2399	tubulin polyglutamylase complex subunit 1
ENSG00000087111	PIGS	2399	phosphatidylinositol glycan anchor biosynthesis class S
ENSG00000186660	ZFP91	2399	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
ENSG00000122779	TRIM24	2399	tripartite motif containing 24
ENSG00000028277	POU2F2	2399	POU class 2 homeobox 2
ENSG00000132406	TMEM128	2399	transmembrane protein 128
ENSG00000163785	RYK	2399	receptor like tyrosine kinase
ENSG00000204482	LST1	2399	leukocyte specific transcript 1
ENSG00000022267	FHL1	2399	four and a half LIM domains 1
ENSG00000159461	AMFR	2399	autocrine motility factor receptor
ENSG00000179344	HLA-DQB1	2398	major histocompatibility complex, class II, DQ beta 1
ENSG00000160688	FLAD1	2398	flavin adenine dinucleotide synthetase 1
ENSG00000118246	FASTKD2	2398	FAST kinase domains 2
ENSG00000156735	BAG4	2398	BAG cochaperone 4
ENSG00000089195	TRMT6	2398	tRNA methyltransferase 6 non-catalytic subunit
ENSG00000133731	IMPA1	2398	inositol monophosphatase 1
ENSG00000148339	SLC25A25	2398	solute carrier family 25 member 25
ENSG00000117036	ETV3	2397	ETS variant transcription factor 3
ENSG00000153786	ZDHHC7	2397	zinc finger DHHC-type palmitoyltransferase 7
ENSG00000186222	BLOC1S4	2397	biogenesis of lysosomal organelles complex 1 subunit 4
ENSG00000107833	NPM3	2397	nucleophosmin/nucleoplasmin 3
ENSG00000166889	PATL1	2397	PAT1 homolog 1, processing body mRNA decay factor
ENSG00000100330	MTMR3	2397	myotubularin related protein 3
ENSG00000126775	ATG14	2397	autophagy related 14
ENSG00000106799	TGFBR1	2397	transforming growth factor beta receptor 1
ENSG00000163874	ZC3H12A	2397	zinc finger CCCH-type containing 12A
ENSG00000103148	NPRL3	2397	NPR3 like, GATOR1 complex subunit
ENSG00000064012	CASP8	2397	caspase 8
ENSG00000169718	DUS1L	2397	dihydrouridine synthase 1 like
ENSG00000182372	CLN8	2396	CLN8 transmembrane ER and ERGIC protein
ENSG00000166377	ATP9B	2396	ATPase phospholipid transporting 9B (putative)
ENSG00000130733	YIPF2	2396	Yip1 domain family member 2
ENSG00000169519	METTL15	2396	methyltransferase 15, mitochondrial 12S rRNA N4-cytidine
ENSG00000244687	UBE2V1	2396	ubiquitin conjugating enzyme E2 V1
ENSG00000070366	SMG6	2396	SMG6 nonsense mediated mRNA decay factor
ENSG00000163608	NEPRO	2395	nucleolus and neural progenitor protein
ENSG00000143756	FBXO28	2395	F-box protein 28
ENSG00000172349	IL16	2395	interleukin 16
ENSG00000115275	MOGS	2395	mannosyl-oligosaccharide glucosidase
ENSG00000103051	COG4	2395	component of oligomeric golgi complex 4
ENSG00000103061	SLC7A6OS	2395	solute carrier family 7 member 6 opposite strand
ENSG00000095951	HIVEP1	2395	HIVEP zinc finger 1
ENSG00000172831	CES2	2395	carboxylesterase 2
ENSG00000214063	TSPAN4	2394	tetraspanin 4
ENSG00000104973	MED25	2394	mediator complex subunit 25
ENSG00000187231	SESTD1	2394	SEC14 and spectrin domain containing 1
ENSG00000005801	ZNF195	2394	zinc finger protein 195
ENSG00000101079	NDRG3	2394	NDRG family member 3
ENSG00000140153	WDR20	2394	WD repeat domain 20
ENSG00000109906	ZBTB16	2394	zinc finger and BTB domain containing 16
ENSG00000180357	ZNF609	2394	zinc finger protein 609
ENSG00000163297	ANTXR2	2394	ANTXR cell adhesion molecule 2
ENSG00000181404	WASHC1	2394	WASH complex subunit 1
ENSG00000198912	C1orf174	2394	chromosome 1 open reading frame 174
ENSG00000107863	ARHGAP21	2394	Rho GTPase activating protein 21
ENSG00000163220	S100A9	2394	S100 calcium binding protein A9
ENSG00000134574	DDB2	2394	damage specific DNA binding protein 2
ENSG00000108799	EZH1	2394	enhancer of zeste 1 polycomb repressive complex 2 subunit
ENSG00000064651	SLC12A2	2394	solute carrier family 12 member 2
ENSG00000076242	MLH1	2393	mutL homolog 1
ENSG00000101391	CDK5RAP1	2393	CDK5 regulatory subunit associated protein 1
ENSG00000158669	GPAT4	2393	glycerol-3-phosphate acyltransferase 4
ENSG00000112130	RNF8	2393	ring finger protein 8
ENSG00000171262	FAM98B	2393	family with sequence similarity 98 member B
ENSG00000167657	DAPK3	2393	death associated protein kinase 3
ENSG00000128563	PRKRIP1	2393	PRKR interacting protein 1
ENSG00000074370	ATP2A3	2393	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ENSG00000052795	FNIP2	2392	folliculin interacting protein 2
ENSG00000146834	MEPCE	2392	methylphosphate capping enzyme
ENSG00000072609	CHFR	2392	checkpoint with forkhead and ring finger domains
ENSG00000157869	RAB28	2392	RAB28, member RAS oncogene family
ENSG00000147457	CHMP7	2392	charged multivesicular body protein 7
ENSG00000214517	PPME1	2392	protein phosphatase methylesterase 1
ENSG00000115661	STK16	2392	serine/threonine kinase 16
ENSG00000167721	TSR1	2392	TSR1 ribosome maturation factor
ENSG00000104679	R3HCC1	2392	R3H domain and coiled-coil containing 1
ENSG00000086300	SNX10	2392	sorting nexin 10
ENSG00000110048	OSBP	2392	oxysterol binding protein
ENSG00000142892	PIGK	2392	phosphatidylinositol glycan anchor biosynthesis class K
ENSG00000164944	VIRMA	2391	vir like m6A methyltransferase associated
ENSG00000104687	GSR	2391	glutathione-disulfide reductase
ENSG00000069966	GNB5	2391	G protein subunit beta 5
ENSG00000148926	ADM	2391	adrenomedullin
ENSG00000105287	PRKD2	2391	protein kinase D2
ENSG00000196268	ZNF493	2391	zinc finger protein 493
ENSG00000132952	USPL1	2391	ubiquitin specific peptidase like 1
ENSG00000043462	LCP2	2391	lymphocyte cytosolic protein 2
ENSG00000168918	INPP5D	2390	inositol polyphosphate-5-phosphatase D
ENSG00000107897	ACBD5	2390	acyl-CoA binding domain containing 5
ENSG00000103254	ANTKMT	2390	adenine nucleotide translocase lysine methyltransferase
ENSG00000105472	CLEC11A	2390	C-type lectin domain containing 11A
ENSG00000116191	RALGPS2	2390	Ral GEF with PH domain and SH3 binding motif 2
ENSG00000100403	ZC3H7B	2390	zinc finger CCCH-type containing 7B
ENSG00000130830	MPP1	2390	MAGUK p55 scaffold protein 1
ENSG00000154727	GABPA	2390	GA binding protein transcription factor subunit alpha
ENSG00000165355	FBXO33	2389	F-box protein 33
ENSG00000182979	MTA1	2389	metastasis associated 1
ENSG00000151287	TEX30	2389	testis expressed 30
ENSG00000127804	METTL16	2389	methyltransferase 16, RNA N6-adenosine
ENSG00000168961	LGALS9	2388	galectin 9
ENSG00000214706	IFRD2	2388	interferon related developmental regulator 2
ENSG00000078699	CBFA2T2	2388	CBFA2/RUNX1 partner transcriptional co-repressor 2
ENSG00000118412	CASP8AP2	2388	caspase 8 associated protein 2
ENSG00000088356	PDRG1	2388	p53 and DNA damage regulated 1
ENSG00000132478	UNK	2388	unk zinc finger
ENSG00000131389	SLC6A6	2388	solute carrier family 6 member 6
ENSG00000111269	CREBL2	2388	cAMP responsive element binding protein like 2
ENSG00000156170	NDUFAF6	2388	NADH:ubiquinone oxidoreductase complex assembly factor 6
ENSG00000166002	SMCO4	2388	single-pass membrane protein with coiled-coil domains 4
ENSG00000132603	NIP7	2388	nucleolar pre-rRNA processing protein NIP7
ENSG00000120798	NR2C1	2387	nuclear receptor subfamily 2 group C member 1
ENSG00000140400	MAN2C1	2387	mannosidase alpha class 2C member 1
ENSG00000124786	SLC35B3	2387	solute carrier family 35 member B3
ENSG00000135842	NIBAN1	2387	niban apoptosis regulator 1
ENSG00000155313	USP25	2387	ubiquitin specific peptidase 25
ENSG00000167543	TP53I13	2387	tumor protein p53 inducible protein 13
ENSG00000162300	ZFPL1	2387	zinc finger protein like 1
ENSG00000078687	TNRC6C	2387	trinucleotide repeat containing adaptor 6C
ENSG00000127328	RAB3IP	2387	RAB3A interacting protein
ENSG00000114480	GBE1	2387	1,4-alpha-glucan branching enzyme 1
ENSG00000135597	REPS1	2387	RALBP1 associated Eps domain containing 1
ENSG00000133943	DGLUCY	2387	D-glutamate cyclase
ENSG00000221963	APOL6	2386	apolipoprotein L6
ENSG00000119969	HELLS	2386	helicase, lymphoid specific
ENSG00000106348	IMPDH1	2386	inosine monophosphate dehydrogenase 1
ENSG00000117751	PPP1R8	2386	protein phosphatase 1 regulatory subunit 8
ENSG00000077348	EXOSC5	2386	exosome component 5
ENSG00000101413	RPRD1B	2386	regulation of nuclear pre-mRNA domain containing 1B
ENSG00000111880	RNGTT	2386	RNA guanylyltransferase and 5'-phosphatase
ENSG00000100364	KIAA0930	2386	KIAA0930
ENSG00000100234	TIMP3	2386	TIMP metallopeptidase inhibitor 3
ENSG00000164039	BDH2	2386	3-hydroxybutyrate dehydrogenase 2
ENSG00000196227	FAM217B	2386	family with sequence similarity 217 member B
ENSG00000109065	NAT9	2385	N-acetyltransferase 9
ENSG00000171425	ZNF581	2385	zinc finger protein 581
ENSG00000127452	FBXL12	2385	F-box and leucine rich repeat protein 12
ENSG00000178234	GALNT11	2385	polypeptide N-acetylgalactosaminyltransferase 11
ENSG00000008405	CRY1	2385	cryptochrome circadian regulator 1
ENSG00000168283	BMI1	2385	BMI1 proto-oncogene, polycomb ring finger
ENSG00000131844	MCCC2	2385	methylcrotonyl-CoA carboxylase subunit 2
ENSG00000107890	ANKRD26	2385	ankyrin repeat domain containing 26
ENSG00000120053	GOT1	2385	glutamic-oxaloacetic transaminase 1
ENSG00000119787	ATL2	2385	atlastin GTPase 2
ENSG00000215252	GOLGA8B	2384	golgin A8 family member B
ENSG00000004864	SLC25A13	2384	solute carrier family 25 member 13
ENSG00000146433	TMEM181	2384	transmembrane protein 181
ENSG00000134987	WDR36	2384	WD repeat domain 36
ENSG00000197312	DDI2	2384	DNA damage inducible 1 homolog 2
ENSG00000175073	VCPIP1	2383	valosin containing protein interacting protein 1
ENSG00000119906	SLF2	2383	SMC5-SMC6 complex localization factor 2
ENSG00000179195	ZNF664	2383	zinc finger protein 664
ENSG00000113532	ST8SIA4	2383	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ENSG00000065357	DGKA	2383	diacylglycerol kinase alpha
ENSG00000135336	ORC3	2382	origin recognition complex subunit 3
ENSG00000100744	GSKIP	2382	GSK3B interacting protein
ENSG00000104756	KCTD9	2382	potassium channel tetramerization domain containing 9
ENSG00000170185	USP38	2382	ubiquitin specific peptidase 38
ENSG00000119285	HEATR1	2382	HEAT repeat containing 1
ENSG00000177463	NR2C2	2382	nuclear receptor subfamily 2 group C member 2
ENSG00000197063	MAFG	2382	MAF bZIP transcription factor G
ENSG00000101911	PRPS2	2382	phosphoribosyl pyrophosphate synthetase 2
ENSG00000158321	AUTS2	2382	activator of transcription and developmental regulator AUTS2
ENSG00000178922	HYI	2382	hydroxypyruvate isomerase (putative)
ENSG00000058729	RIOK2	2382	RIO kinase 2
ENSG00000104341	LAPTM4B	2382	lysosomal protein transmembrane 4 beta
ENSG00000174132	FAM174A	2382	family with sequence similarity 174 member A
ENSG00000153046	CDYL	2382	chromodomain Y like
ENSG00000134686	PHC2	2382	polyhomeotic homolog 2
ENSG00000087269	NOP14	2382	NOP14 nucleolar protein
ENSG00000153936	HS2ST1	2381	heparan sulfate 2-O-sulfotransferase 1
ENSG00000100299	ARSA	2381	arylsulfatase A
ENSG00000237441	RGL2	2381	ral guanine nucleotide dissociation stimulator like 2
ENSG00000074266	EED	2381	embryonic ectoderm development
ENSG00000113916	BCL6	2381	BCL6 transcription repressor
ENSG00000139323	POC1B	2381	POC1 centriolar protein B
ENSG00000111684	LPCAT3	2381	lysophosphatidylcholine acyltransferase 3
ENSG00000083720	OXCT1	2381	3-oxoacid CoA-transferase 1
ENSG00000006459	KDM7A	2381	lysine demethylase 7A
ENSG00000153339	TRAPPC8	2381	trafficking protein particle complex subunit 8
ENSG00000145819	ARHGAP26	2380	Rho GTPase activating protein 26
ENSG00000174839	DENND6A	2380	DENN domain containing 6A
ENSG00000184117	NIPSNAP1	2380	nipsnap homolog 1
ENSG00000227507	LTB	2380	lymphotoxin beta
ENSG00000143891	GALM	2380	galactose mutarotase
ENSG00000171612	SLC25A33	2380	solute carrier family 25 member 33
ENSG00000002822	MAD1L1	2380	mitotic arrest deficient 1 like 1
ENSG00000105643	ARRDC2	2380	arrestin domain containing 2
ENSG00000100417	PMM1	2380	phosphomannomutase 1
ENSG00000172057	ORMDL3	2380	ORMDL sphingolipid biosynthesis regulator 3
ENSG00000110911	SLC11A2	2380	solute carrier family 11 member 2
ENSG00000113552	GNPDA1	2380	glucosamine-6-phosphate deaminase 1
ENSG00000163389	POGLUT1	2380	protein O-glucosyltransferase 1
ENSG00000174606	ANGEL2	2380	angel homolog 2
ENSG00000164938	TP53INP1	2379	tumor protein p53 inducible nuclear protein 1
ENSG00000130305	NSUN5	2379	NOP2/Sun RNA methyltransferase 5
ENSG00000145780	FEM1C	2379	fem-1 homolog C
ENSG00000140199	SLC12A6	2379	solute carrier family 12 member 6
ENSG00000156958	GALK2	2379	galactokinase 2
ENSG00000104946	TBC1D17	2379	TBC1 domain family member 17
ENSG00000126216	TUBGCP3	2379	tubulin gamma complex component 3
ENSG00000067048	DDX3Y	2379	DEAD-box helicase 3 Y-linked
ENSG00000135124	P2RX4	2379	purinergic receptor P2X 4
ENSG00000102871	TRADD	2379	TNFRSF1A associated via death domain
ENSG00000124406	ATP8A1	2379	ATPase phospholipid transporting 8A1
ENSG00000158796	DEDD	2379	death effector domain containing
ENSG00000105983	LMBR1	2379	limb development membrane protein 1
ENSG00000163755	HPS3	2379	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
ENSG00000141699	RETREG3	2379	reticulophagy regulator family member 3
ENSG00000154217	PITPNC1	2379	phosphatidylinositol transfer protein cytoplasmic 1
ENSG00000130309	COLGALT1	2379	collagen beta(1-O)galactosyltransferase 1
ENSG00000116667	C1orf21	2379	chromosome 1 open reading frame 21
ENSG00000089820	ARHGAP4	2379	Rho GTPase activating protein 4
ENSG00000106330	MOSPD3	2379	motile sperm domain containing 3
